brand,ean,image_url,name,original_price,product_category,product_page_url,sale_price,sku,stock
X-paddleboards,7421087558063,https://e-leclerc.scene7.com/is/image/gtinternet/7421087558063_2;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558063_1;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558063_3;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558063_4;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558063_5;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558063_6;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558063_7,Paddle gonflable X-Shark option kayak pack complet 320x82x15cm,61900,materiel-d-equitation,https://www.e.leclerc//fp/paddle-gonflable-x-shark-option-kayak-pack-complet-320x82x15cm-7421087558063,42900,7421087558063,True
Rohe,3700998906823,https://e-leclerc.scene7.com/is/image/gtinternet/3700998906823_2;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906823_1;https://e-leclerc.scene7.com/is/image/gtinternet/3700994528890_3;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906823_4;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906823_5;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_6;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906823_7,Stand UP Paddle Gonflable OOTA 10'6'' Bleu 320 x 76 x 15 cm,69900,materiel-d-equitation,https://www.e.leclerc//fp/stand-up-paddle-gonflable-oota-10-6-bleu-320-x-76-x-15-cm-3700998906823,29990,3700998906823,True
Simple Paddle,3700998966643,https://e-leclerc.scene7.com/is/image/gtinternet/3700998966643_2;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966643_1;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966643_3;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966643_4;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966643_5;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966643_6;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966636_7,Stand UP Paddle Gonflable JUNIOR 8' Bleu 244 x 76 x 10 cm,59900,materiel-d-equitation,https://www.e.leclerc//fp/stand-up-paddle-gonflable-junior-8-bleu-244-x-76-x-10-cm-3700998966643,30480,3700998966643,True
X-paddleboards,7421094522330,https://e-leclerc.scene7.com/is/image/gtinternet/7421094522330_2;https://e-leclerc.scene7.com/is/image/gtinternet/7421094522330_1;https://e-leclerc.scene7.com/is/image/gtinternet/7421094522590_2;https://e-leclerc.scene7.com/is/image/gtinternet/7421094522590_4;https://e-leclerc.scene7.com/is/image/gtinternet/7421094522590_3,Paddle gonflable X1 option kayak pack complet 305x82x15cm,39900,materiel-d-equitation,https://www.e.leclerc//fp/paddle-gonflable-x1-option-kayak-pack-complet-305x82x15cm-7421094522330,32900,7421094522330,True
Rohe,3700998906830,https://e-leclerc.scene7.com/is/image/gtinternet/3700998906830_2;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906830_1;https://e-leclerc.scene7.com/is/image/gtinternet/3700994528890_3;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906830_4;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906830_5;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_6;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906830_7,Stand UP Paddle Gonflable FLOWER 10'6'' Bleu 320 x 76 x 15 cm,69900,materiel-d-equitation,https://www.e.leclerc//fp/stand-up-paddle-gonflable-flower-10-6-bleu-320-x-76-x-15-cm-3700998906830,27990,3700998906830,True
Rohe,3700998906816,https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_2;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_1;https://e-leclerc.scene7.com/is/image/gtinternet/3700994528890_3;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_4;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_5;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_6;https://e-leclerc.scene7.com/is/image/gtinternet/3700998906816_7,Stand UP Paddle Gonflable KIDDO 10'6 Bleu 320 x 76 x 15 cm,69900,materiel-d-equitation,https://www.e.leclerc//fp/stand-up-paddle-gonflable-kiddo-10-6-bleu-320-x-76-x-15-cm-3700998906816,29990,3700998906816,True
Simple Paddle,3700998966568,https://e-leclerc.scene7.com/is/image/gtinternet/3700998966568_2;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966568_1;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966568_3;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966582_4;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966568_5;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966582_6,Stand UP Paddle Gonflable SLADE 8'8 Bleu 264 x 76 x 13 cm,84900,materiel-d-equitation,https://www.e.leclerc//fp/stand-up-paddle-gonflable-slade-8-8-bleu-264-x-76-x-13-cm-3700998966568,30480,3700998966568,True
X-paddleboards,7421087558025,https://e-leclerc.scene7.com/is/image/gtinternet/7421087558025_2;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558025_1;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558025_3;https://e-leclerc.scene7.com/is/image/gtinternet/7421087558025_4,Paddle gonflable X-Ite pack complet 335 x 84 x 15cm,47900,materiel-d-equitation,https://www.e.leclerc//fp/paddle-gonflable-x-ite-pack-complet-335-x-84-x-15cm-7421087558025,34900,7421087558025,True
Rohe,3700998919410,https://e-leclerc.scene7.com/is/image/gtinternet/3700998919410_2;https://e-leclerc.scene7.com/is/image/gtinternet/3700998919410_1;https://e-leclerc.scene7.com/is/image/gtinternet/3700994528890_3;https://e-leclerc.scene7.com/is/image/gtinternet/3700998919410_4;https://e-leclerc.scene7.com/is/image/gtinternet/3700998919410_5,Stand UP Paddle Gonflable HAVANE2 9' Orange 274 x 76 x 13 cm,64900,materiel-d-equitation,https://www.e.leclerc//fp/stand-up-paddle-gonflable-havane2-9-orange-274-x-76-x-13-cm-3700998919410,30989,3700998919410,True
Simple Paddle,3700998966575,https://e-leclerc.scene7.com/is/image/gtinternet/3700998966575_2;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966575_1;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966575_3;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966582_4;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966575_5;https://e-leclerc.scene7.com/is/image/gtinternet/3700998966582_6,Stand UP Paddle Gonflable RACE 12'6 Bleu 381 x 71 x 15 cm,99900,materiel-d-equitation,https://www.e.leclerc//fp/stand-up-paddle-gonflable-race-12-6-bleu-381-x-71-x-15-cm-3700998966575,37480,3700998966575,True
